Date,Spread,EIAEBRT,BFO1MEU,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2019-09-30,0.4292841289897211,60.99,60.89,1.0336839318080076,0.9945921476598831,-1.0,-1.0,0.9945921476598831,-0.009742992709104118,0.30023443414699724
2019-10-01,1.0194741369967915,60.06,59.36,1.0350015058022852,0.9946180232985716,-1.0,-1.0,0.9946180232985716,0.004800557819894007,0.30503499196689127
2019-10-02,0.7099153626660595,57.92,57.52,1.035188635344108,0.9946120416782673,-1.0,-1.0,0.9946120416782673,-0.004320521204923493,0.3007144707619678
2019-10-03,0.9574167473136654,58.01,57.36,1.0363929032536272,0.9946405727455776,-1.0,-1.0,0.9946405727455776,0.0006343483102862583,0.301348819072254
2019-10-04,0.9322407988279195,59.13,58.51,1.0374465262933663,0.9946634626759885,-1.0,-1.0,0.9946634626759885,0.008528983874933204,0.30987780294718725
2019-10-07,0.4399218672159293,59.46,59.34,1.0359105405645257,0.994608664185778,-1.0,-1.0,0.994608664185778,7.503517850925706e-05,0.3099528381256965
2019-10-08,0.4347278944289883,58.14,58.02,1.0353010355931496,0.994575527500362,-1.0,-1.0,0.994575527500362,-0.004890098423958111,0.3050627397017384
2019-10-09,0.7239021285963503,59.7,59.3,1.034355458032746,0.994537906769033,-1.0,-1.0,0.994537906769033,-1.2944452772209458e-05,0.3050497952489662
2019-10-10,0.7249576629162888,59.08,58.68,1.0309914401906308,0.994462207516764,-1.0,-1.0,0.994462207516764,0.005115883119778012,0.3101656783687442
2019-10-11,0.43738710613199316,60.59,60.49,1.0300705803326984,0.9944224317055382,-1.0,-1.0,0.9944224317055382,0.003403451469564247,0.3135691298383084
2019-10-14,0.2311879425599841,58.81,58.91,1.0292836508315606,0.9943780692147347,-1.0,-1.0,0.9943780692147347,0.00062795179860815,0.31419708163691656
2019-10-15,0.1963215311285964,59.19,59.33,1.0284822356353645,0.9943313411237384,-1.0,-1.0,0.9943313411237384,-0.002026015380002373,0.3121710662569142
