Date,Spread,EIAEBRT,EIAUSGJ,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,0.7764431260761739,66.73,1.904,2.9396859120045296,34.63947314806924,-1.0,-1.0,34.63947314806924,-0.016994139521001542,-0.016994139521001542
2018-01-02,0.7333976955965369,66.65,1.903,2.9395557484176944,34.6382565971642,-1.0,-1.0,34.6382565971642,0.7100723585103331,0.6930782189893315
2018-01-03,0.5509173677089763,67.85,1.943,2.939310720991829,34.63668689258416,-1.0,-1.0,34.63668689258416,-0.2981921178843109,0.39488610110502065
2018-01-04,1.9837702740348817,68.73,1.927,2.940321395815574,34.63737920392585,-1.0,-1.0,34.63737920392585,0.17224869269265633,0.567134793797677
2018-01-05,0.9571839608740191,68.01,1.936,2.938525305668614,34.634719028474166,-1.0,-1.0,34.634719028474166,-0.16791925629965246,0.3992155374980245
2018-01-08,1.7364311644679162,68.48,1.927,2.940038118770504,34.63599835782672,-1.0,-1.0,34.63599835782672,0.332745307273723,0.7319608447717475
2018-01-09,1.6808788701211768,69.08,1.946,2.9389817391886988,34.63469739459343,-1.0,-1.0,34.63469739459343,0.167700979130393,0.8996618239021406
2018-01-10,2.042919172635692,69.79,1.956,2.9402466796459086,34.63552189538053,-1.0,-1.0,34.63552189538053,-0.061289325317727794,0.8383724985844128
2018-01-11,2.709789119335227,70.36,1.953,2.9446987592282077,34.63912487489235,-1.0,-1.0,34.63912487489235,-0.09618511539938056,0.7421873831850322
2018-01-12,2.1950029462429086,69.64,1.947,2.94656938776019,34.64047100860662,-1.0,-1.0,34.64047100860662,-0.00962090752441136,0.7325664756606208
2018-01-15,2.86208065286408,70.31,1.947,2.948830270666392,34.64197192970514,-1.0,-1.0,34.64197192970514,-0.3784920286636293,0.35407444699699153
2018-01-16,2.711578423462882,69.4,1.925,2.9508901453317558,34.64333588391539,-1.0,-1.0,34.64333588391539,0.02102247472093285,0.37509692171792436
2018-01-17,2.466329175809662,69.19,1.926,2.9515914433899013,34.643650479849605,-1.0,-1.0,34.643650479849605,-0.07614078699722773,0.2989561347206966
2018-01-18,2.8929949947852265,69.48,1.922,2.9532479853795306,34.64464360312944,-1.0,-1.0,34.64464360312944,0.013241220495106565,0.31219735521580316
2018-01-19,1.9734863551404942,68.56,1.922,2.9539439795280225,34.64438795258039,-1.0,-1.0,34.64438795258039,0.49361974248316653,0.8058170976989697
2018-01-22,1.7673769138674515,69.32,1.95,2.95245366617667,34.64237081340131,-1.0,-1.0,34.64237081340131,0.8101359777775994,1.6159530754765692
2018-01-23,0.67290268215352,69.81,1.996,2.949862100486507,34.63782430753832,-1.0,-1.0,34.63782430753832,0.06798201803719511,1.6839350935137642
2018-01-24,0.6434061258250097,69.91,2.0,2.9472253098240744,34.63329693708749,-1.0,-1.0,34.63329693708749,-0.016735803175511377,1.6671992903382529
2018-01-25,1.811812278007224,71.08,2.0,2.948756057789366,34.63409386099639,-1.0,-1.0,34.63409386099639,0.5335800629515209,2.2007793532897737
2018-01-26,-0.2148514564012487,70.08,2.03,2.9467818152050738,34.62800564354742,-1.0,-1.0,34.62800564354742,-0.5390884096675777,1.661690943622196
2018-01-29,-0.7374539919523357,68.41,1.997,2.9466485767175645,34.62566549421749,1.0,1.0,-34.62566549421749,0.4936172093055775,2.1553081529277733
2018-01-30,-0.35898721734469063,67.78,1.968,2.9466192942295435,34.62346911450442,1.0,1.0,-34.62346911450442,0.01759322617606869,2.172901379103842
