Date,Spread,PALLADM,LZZCASH,Spread_rolling_std,Hedge ratio,Position,Leg1_position,Leg2_position,dailypnl,cumpnl
2018-01-01,49.707579338701066,1056.0,3337.5,50.10873865977979,0.3015108376513255,-1.0,-1.0,0.3015108376513255,-0.026194149199979214,-0.026194149199979214
2018-01-02,69.38744029803854,1087.0,3372.5,49.8386887001715,0.3017383423875349,-1.0,-1.0,0.3017383423875349,-0.00140626271463659,-0.027600411914615805
2018-01-03,75.49494024434989,1086.0,3346.5,49.656937172929446,0.3019587807427611,-1.0,-1.0,0.3019587807427611,-0.009462557988846826,-0.03706296990346263
2018-01-04,77.36417783484603,1100.0,3384.5,49.60449531292532,0.302152702663659,-1.0,-1.0,0.302152702663659,0.00414371509738641,-0.03291925480607622
2018-01-05,72.941466820311,1095.0,3380.0,49.34746439509403,0.30238418141410917,-1.0,-1.0,0.30238418141410917,0.006802779434819797,-0.026116475371256425
2018-01-08,59.70385944946065,1090.0,3405.0,49.11898579543423,0.3025833011895857,-1.0,-1.0,0.3025833011895857,-0.02135687157503595,-0.04747334694629238
2018-01-09,93.39640341112374,1108.0,3350.5,49.0552804659677,0.30282154800444,-1.0,-1.0,0.30282154800444,0.01243330475291797,-0.03504004219337441
2018-01-10,77.4126800909462,1095.0,3358.25,49.02128341232535,0.3030111873472951,-1.0,-1.0,0.3030111873472951,0.02037491727292167,-0.014665124920452736
2018-01-11,43.593237629262376,1078.0,3412.0,48.865047516964424,0.3031672808823967,-1.0,-1.0,0.3031672808823967,-0.016464824376642553,-0.03112994929709529
2018-01-12,55.795856005489895,1098.0,3435.5,48.62694269544866,0.30336316227463545,-1.0,-1.0,0.30336316227463545,-0.025186715701952248,-0.05631666499904754
2018-01-15,75.39237424800444,1129.0,3470.0,48.16005774016743,0.30363332154236183,-1.0,-1.0,0.30363332154236183,0.01948582665912002,-0.03683083833992752
2018-01-16,56.74881019764325,1105.0,3449.75,47.71452572905299,0.3038629436342798,-1.0,-1.0,0.3038629436342798,-0.002772471105260882,-0.0396033094451884
2018-01-17,67.58898174036926,1104.0,3408.0,47.282941245734214,0.30411121427806065,-1.0,-1.0,0.30411121427806065,-0.0034312673942025066,-0.04303457683939091
2018-01-18,72.14238074496757,1107.0,3400.0,46.87818634033902,0.30436988801618603,-1.0,-1.0,0.30436988801618603,-0.000935889621829875,-0.043970466461220784
2018-01-19,64.09772561477462,1112.0,3440.0,46.42532083339997,0.30462275418175155,-1.0,-1.0,0.30462275418175155,0.017941334947683556,-0.026029131513537227
2018-01-22,43.57483668928353,1092.0,3439.5,46.087749724658096,0.30481906187257346,-1.0,-1.0,0.30481906187257346,0.003980548831512257,-0.02204858268202497
