Date,WHEATSF,EIAGCGR,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,4.32,1.769,3.413039399991143,1.323212670681696,-1,,,,,
2018-01-02,4.38,1.732,3.4847112506003173,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.000572140167611309,-0.000572140167611309
2018-01-03,4.42,1.779,3.5098848457724463,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.00629810453870252,0.005725964371091211
2018-01-04,4.4,1.789,3.4867302915537515,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.005916958507537018,0.01164292287862823
2018-01-05,4.36,1.771,3.4524084891474036,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.008305716087786894,0.019948638966415123
2018-01-08,4.33,1.779,3.4198848457724464,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.0048091169995308596,0.015139521966884263
2018-01-09,4.38,1.817,3.457897539741402,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.003177303400116416,0.011962218566767848
2018-01-10,4.4,1.825,3.4753738963664453,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.002272727272727426,0.014234945839495274
2018-01-11,4.39,1.825,3.4653738963664447,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.037594786028801244,0.05182973186829652
2018-01-12,4.25,1.858,3.3149638674447486,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.0,0.05182973186829652
2018-01-15,4.25,1.858,3.3149638674447486,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.00805350669998526,0.05988323856828178
2018-01-16,4.21,1.85,3.2774875108197055,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.007613573454224268,0.05226966511405751
2018-01-17,4.26,1.875,3.319601125272965,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.0058565706365628295,0.046413094477494685
2018-01-18,4.3,1.896,3.352976561413704,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.004148293673502713,0.050561388150997394
2018-01-19,4.27,1.879,3.328339303585487,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.0026607579476398613,0.04790063020335753
2018-01-22,4.3,1.905,3.3501374626168774,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.009460645145649656,0.05736127534900719
2018-01-23,4.27,1.92,3.315405631288833,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.02514564991645972,0.03221562543254747
2018-01-24,4.39,1.938,3.429727433695181,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.00504505715143581,0.027170568281111657
2018-01-25,4.4,1.921,3.445090175866964,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.010490023276765698,0.01668054500434596
2018-01-26,4.47,1.954,3.504680146945267,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.018542855124579972,-0.0018623101202340127
2018-01-29,4.55,1.95,3.5859419686327456,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.025832790154391536,-0.02769510027462555
2018-01-30,4.63,1.899,3.682030195148095,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,0.01395535145380231,-0.013739748820823239
2018-01-31,4.58,1.918,3.6260365421325726,1.323212670681696,-1,-1.0,-1.0,0.3154554218695956,-0.002796007388833725,-0.016535756209656964
