Date,CRUDOIL,ETHANYH,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,60.42,1.4,59.57730523335483,23.25984900628863,-1,,,,,
2018-01-02,60.37,1.4,59.527305233354824,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.02087129368891838,-0.02087129368891838
2018-01-03,61.63,1.4,60.78730523335483,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.006165828330358503,-0.027037122019276882
2018-01-04,62.01,1.4,61.167305233354824,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.009311674809760312,-0.01772544720951657
2018-01-05,61.44,1.41,60.59713778073533,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.004720052083333259,-0.02244549929284983
2018-01-08,61.73,1.41,60.88713778073533,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.01992548193746968,-0.04237098123031951
2018-01-09,62.96,1.41,62.117137780735334,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.00968869123252869,-0.0520596724628482
2018-01-10,63.57,1.41,62.72713778073533,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0036180588327827667,-0.055677731295630965
2018-01-11,63.8,1.41,62.95713778073533,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.00783699059561127,-0.06351472189124224
2018-01-12,64.3,1.41,63.45713778073534,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0,-0.06351472189124224
2018-01-15,64.3,1.41,63.45713778073534,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.008864696734059097,-0.054650025157183146
2018-01-16,63.73,1.41,62.88713778073533,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0037658873372039547,-0.0584159124943871
2018-01-17,63.97,1.41,63.12713778073533,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.00031264655307172706,-0.058103265941315374
2018-01-18,63.95,1.41,63.107137780735336,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.009307107059844848,-0.04879615888147053
2018-01-19,63.37,1.43,62.52680287549636,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0031560675398454308,-0.05195222642131596
2018-01-22,63.57,1.43,62.72680287549636,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.015258769859996857,-0.06721099628131282
2018-01-23,64.54,1.43,63.69680287549636,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.018593120545397968,-0.08580411682671078
2018-01-24,65.74,1.43,64.89680287549635,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0018253726802553993,-0.08397874414645538
2018-01-25,65.62,1.43,64.77680287549636,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.008792254592849075,-0.09277099873930446
2018-01-26,66.22,1.46,65.37630051763789,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.007701600724856594,-0.08506939801444786
2018-01-29,65.71,1.46,64.86630051763788,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.016131486836097775,-0.06893791117835009
2018-01-30,64.65,1.46,63.806300517637894,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0030935808197987136,-0.0720314919981488
2018-01-31,64.85,1.46,64.00630051763788,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.01649961449498849,-0.0885311064931373
2018-02-01,65.92,1.46,65.07630051763789,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.005997627469373422,-0.08253347902376387
2018-02-02,65.57,1.52,64.72529580192095,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.019826140003050163,-0.06270733902071371
2018-02-05,64.27,1.52,63.42529580192095,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.011825112805352367,-0.05088222621536134
2018-02-06,63.51,1.52,62.665295801920955,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.02519288301054956,-0.025689343204811782
2018-02-07,61.91,1.52,61.06529580192095,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.01033758681957675,-0.015351756385235032
2018-02-08,61.27,1.52,60.42529580192096,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.031385677630672515,0.016033921245437482
2018-02-09,59.32,1.48,58.47596561239891,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0015171948752528142,0.014516726370184668
2018-02-12,59.41,1.48,58.565965612398905,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0016832183134151135,0.016199944683599782
2018-02-13,59.31,1.48,58.46596561239891,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.023773394031360695,-0.007573449347760913
2018-02-14,60.72,1.48,59.87596561239891,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.01218708827404491,-0.019760537621805824
2018-02-15,61.46,1.48,60.61596561239891,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0055320533680442985,-0.025292590989850122
2018-02-16,61.8,1.48,60.955965612398906,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.0,-0.025292590989850122
2018-02-19,61.8,1.48,60.955965612398906,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0017799352750809128,-0.027072526264931035
2018-02-20,61.91,1.48,61.065965612398905,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.00177677273461474,-0.025295753530316295
2018-02-21,61.8,1.48,60.955965612398906,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.015210355987055113,-0.04050610951737141
2018-02-22,62.74,1.48,61.89596561239891,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.01116209063760255,-0.05166820015497396
2018-02-23,63.49,1.55,62.644793444062486,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.00535517404315633,-0.05702337419813029
2018-02-26,63.83,1.55,62.98479344406248,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.01441328528904906,-0.04261008890908123
2018-02-27,62.91,1.55,62.06479344406248,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.020982355746304138,-0.021627733162777094
2018-02-28,61.59,1.55,60.74479344406249,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.010553661308654094,-0.011074071854123
2018-03-01,60.94,1.55,60.09479344406248,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.00426649163111259,-0.01534056348523559
2018-03-02,61.2,1.55,60.35479344406249,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.021568627450980316,-0.036909190936215905
2018-03-05,62.52,1.55,61.67479344406249,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0004798464491362342,-0.03738903738535214
2018-03-06,62.55,1.55,61.70479344406248,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.023181454836130988,-0.014207582549221151
2018-03-07,61.1,1.55,60.254793444062486,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.016857610474631746,0.0026500279254105946
2018-03-08,60.07,1.55,59.224793444062485,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.0313145064831211,-0.028664478557710503
2018-03-09,61.99,1.61,61.143788728345555,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.010969511211485705,-0.017694967346224798
2018-03-12,61.31,1.61,60.463788728345556,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,0.01060185940303382,-0.007093107943190978
2018-03-13,60.66,1.61,59.81378872834555,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.00412133201450704,-0.011214439957698018
2018-03-14,60.91,1.61,60.06378872834555,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.003776063043835265,-0.014990503001533283
2018-03-15,61.14,1.61,60.293788728345554,23.25984900628863,-1,-1.0,-1.0,0.016745261948924575,-0.01880929015374555,-0.03379979315527883
