Date,LNICASH,RHODNWE,Spread,Spread VOL,position,X1X2position,X1position,X2position,dailypnl,cumpnl
2018-01-01,12705.5,1705.0,12655.823672790475,4851.837635904683,-1,,,,,
2018-01-02,12561.5,1705.0,12511.823672790475,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.01598137165147473,0.01598137165147473
2018-01-03,12360.75,1705.0,12311.073672790475,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.020429199861560065,-0.0044478282100853354
2018-01-04,12602.5,1690.0,12554.309282149281,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.009105336242808959,0.004657508032723624
2018-01-05,12487.75,1690.0,12439.559282149281,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.00010009809613420462,0.004757606128857828
2018-01-08,12486.5,1690.0,12438.309282149281,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.012453449725703836,-0.0076958435968460075
2018-01-09,12642.0,1690.0,12593.809282149281,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.01910299003322269,-0.026798833630068696
2018-01-10,12883.5,1690.0,12835.309282149281,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.024100593782745316,-0.0026982398473233797
2018-01-11,12573.0,1690.0,12524.809282149281,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.00941448109410363,-0.01211272094142701
2018-01-12,12684.0,1680.0,12636.799688388486,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,-0.009697256385998054,-0.021809977327425064
2018-01-15,12807.0,1680.0,12759.799688388486,4851.837635904683,-1,-1.0,-1.0,0.09904062392044537,0.025376747091434337,0.0035667697640092734
